311,158040,--neBDssyZlHqAWgrHtUBQ,p_wgylnWMXSLlPGCRYSarQ,4
20103,170796,-qHy-tS1NGSZyQ4nUtEs9Q,tzEMKoLQY-ZEE6r0FO_OgA,1
20181,9281,-qTNB-VkY7ZKrArwoJ40wg,2B46bRpDh49eDyjXGhL_ZQ,5
20365,47555,-qvT_R8tMwqx1FYsi4BkfQ,F80c5w4dUF1QoFcJG4JrmQ,3
20365,149983,-qvT_R8tMwqx1FYsi4BkfQ,mrCOQuRY60xAMkQVSf3nCA,3
20365,109517,-qvT_R8tMwqx1FYsi4BkfQ,_6Brh4UGrsnakkBKT1H_Qw,4
20365,151430,-qvT_R8tMwqx1FYsi4BkfQ,nM-1hqurfwvlEyPOqXamjg,1
20365,30074,-qvT_R8tMwqx1FYsi4BkfQ,9IJ-TE4HEcAJQkUtc1A_Vw,4
20365,175766,-qvT_R8tMwqx1FYsi4BkfQ,vdloJPM3bSpQTMlwdFek2A,4
20365,65997,-qvT_R8tMwqx1FYsi4BkfQ,LNsZJP6jZ11e0tDljOLPiQ,5
20365,154885,-qvT_R8tMwqx1FYsi4BkfQ,oWHZtv98YyKvSennjtBuAA,4
20365,177797,-qvT_R8tMwqx1FYsi4BkfQ,wKvvX7nls576gHPyzKgZ3w,3
20365,116249,-qvT_R8tMwqx1FYsi4BkfQ,bMSiHjs2fbKbBNPyuTwhHA,3
20365,62819,-qvT_R8tMwqx1FYsi4BkfQ,KHdYW6Wl4wWXW60by60P0A,5
20365,138039,-qvT_R8tMwqx1FYsi4BkfQ,intKyiipUlHDWi_chv0f3A,5
20365,30596,-qvT_R8tMwqx1FYsi4BkfQ,9SrZRDl7-ZfuENCo0DjfsQ,4
20365,91518,-qvT_R8tMwqx1FYsi4BkfQ,U1sdC4OHzPuLpl0ZY3YcPw,3
20365,101233,-qvT_R8tMwqx1FYsi4BkfQ,XJo_kPFlbuORqL-mE2Ny6w,2
20365,137172,-qvT_R8tMwqx1FYsi4BkfQ,iWLNyADtZsORV58bttRrBQ,5
20365,27626,-qvT_R8tMwqx1FYsi4BkfQ,8R6VkHg7pNvW0mW2_KjDDg,4
20365,50195,-qvT_R8tMwqx1FYsi4BkfQ,G-u14MaU6ymd0gZoNX3mAQ,1
20365,1901,-qvT_R8tMwqx1FYsi4BkfQ,-dFfucHmOtgDmDneps-mgA,3
20365,105038,-qvT_R8tMwqx1FYsi4BkfQ,Ya9FMj-MWMkeMcog06N5bQ,4
20365,166394,-qvT_R8tMwqx1FYsi4BkfQ,sRqlwSng2nHqTZuggX__Mw,4
20365,22427,-qvT_R8tMwqx1FYsi4BkfQ,6g8S6V0iyYu6QMvt0QfIqA,4
20365,153619,-qvT_R8tMwqx1FYsi4BkfQ,o4HbgQnUkYnTLsbb6K5hjg,4
20365,30226,-qvT_R8tMwqx1FYsi4BkfQ,9LAXz_VfATZ0kLdaavkN4g,4
20365,137834,-qvT_R8tMwqx1FYsi4BkfQ,ijY4C4ut4M9xg3QvK2R2pg,4
20365,112915,-qvT_R8tMwqx1FYsi4BkfQ,aGMU3qMFOQzG0DT2akMfng,2
20365,28110,-qvT_R8tMwqx1FYsi4BkfQ,8bnX7WyIZ_ZMoUNnkkFa_Q,3
20365,90835,-qvT_R8tMwqx1FYsi4BkfQ,ToHKLIjR05Rz9boWvmWaPA,3
20365,23229,-qvT_R8tMwqx1FYsi4BkfQ,6x4BDO6DrX9QXecdPCpVwA,3
20365,94091,-qvT_R8tMwqx1FYsi4BkfQ,UtyW9cHs9Z8vIEt8I9aIeA,4
20365,58963,-qvT_R8tMwqx1FYsi4BkfQ,IzEHkReZTds6ipOaCq2G6g,5
20365,101632,-qvT_R8tMwqx1FYsi4BkfQ,XS1Zx6GzjtKPKmhDuVw5Jg,4
20365,19782,-qvT_R8tMwqx1FYsi4BkfQ,5mJlO3oCw_4vvbq1qM6OEg,3
20365,6962,-qvT_R8tMwqx1FYsi4BkfQ,1NpsjELTAt4jLl8bSqTArg,2
20365,111188,-qvT_R8tMwqx1FYsi4BkfQ,_fYyetd4ucDEPAebcJNgIw,4
20365,140932,-qvT_R8tMwqx1FYsi4BkfQ,jmeDvVx3wzCBlTBN7XNb-Q,5
20365,170418,-qvT_R8tMwqx1FYsi4BkfQ,trRoGNmBW26V43ApaKqPmw,5
20365,119653,-qvT_R8tMwqx1FYsi4BkfQ,cX2Nr_XmGYlMaBW35M0sUg,4
20365,51036,-qvT_R8tMwqx1FYsi4BkfQ,GIfZNMP0oIJCje_Xp0Bgrw,4
20365,163466,-qvT_R8tMwqx1FYsi4BkfQ,rRTz0zVbjmrEY8dEZmPJTA,4
20365,98265,-qvT_R8tMwqx1FYsi4BkfQ,WHlbUb5SNdXDKYfkNDo89A,4
20365,58495,-qvT_R8tMwqx1FYsi4BkfQ,IoXcQkLpEaiv6S7ITelLWg,5
20365,187939,-qvT_R8tMwqx1FYsi4BkfQ,zm3w7U26kDxREFDSLJRBgQ,3
20365,31554,-qvT_R8tMwqx1FYsi4BkfQ,9mI2BHTu0at_JA3RA_AEeg,3
20365,130896,-qvT_R8tMwqx1FYsi4BkfQ,gNER9lE1Ma9FLm9MBsvYgg,4
20365,156690,-qvT_R8tMwqx1FYsi4BkfQ,p7l2gwNMiyyr7PjMCoqeeA,4
20365,117535,-qvT_R8tMwqx1FYsi4BkfQ,bnYSXSMa09CSL2509gtSiw,4
20365,76632,-qvT_R8tMwqx1FYsi4BkfQ,OyhCNhJJuJjUt2avxI5POg,2
20365,175797,-qvT_R8tMwqx1FYsi4BkfQ,veXxt8rGY_RJPpA5QkHT9Q,3
20365,119399,-qvT_R8tMwqx1FYsi4BkfQ,cRTkev8c66o6q6v7FstjLA,5
20365,70914,-qvT_R8tMwqx1FYsi4BkfQ,N1l4foukhaAR1RpSxOMkbQ,4
20365,95229,-qvT_R8tMwqx1FYsi4BkfQ,VH2BjFjc9usDquDgoHhptA,5
20365,102385,-qvT_R8tMwqx1FYsi4BkfQ,Xg_eCdx99z5Y1oTLimniOw,5
20365,37829,-qvT_R8tMwqx1FYsi4BkfQ,BsvCTCVG7lrzXZ68VyyIcg,5
20365,74143,-qvT_R8tMwqx1FYsi4BkfQ,OA5Li3ySzhrbG_WvD_QGYA,3
20365,149410,-qvT_R8tMwqx1FYsi4BkfQ,meXjqyhTNLFmknY39y2sMg,4
20365,55408,-qvT_R8tMwqx1FYsi4BkfQ,HmF1uRRxucvELiPWXXsZPw,5
20365,134369,-qvT_R8tMwqx1FYsi4BkfQ,hZLdSnk3cpp5R4tIxR9NzA,4
20365,118824,-qvT_R8tMwqx1FYsi4BkfQ,cFDpY9Y-s2yNnsqNk__xqQ,3
20365,28694,-qvT_R8tMwqx1FYsi4BkfQ,8ou6p7T-3KaNOhDeln3Ccg,3
20365,54256,-qvT_R8tMwqx1FYsi4BkfQ,HNs2Nf-trqFTDtho4vhfmA,4
20365,120281,-qvT_R8tMwqx1FYsi4BkfQ,ck3nsmPGhmpk7EYHDM-ZSg,4
20365,49010,-qvT_R8tMwqx1FYsi4BkfQ,Fc1Stez0Me3UiIVT-pgRCg,1
20365,107538,-qvT_R8tMwqx1FYsi4BkfQ,ZRLmQ3oAuspAkk5R6BOfyg,3
20365,155562,-qvT_R8tMwqx1FYsi4BkfQ,okcctjldOl0GbwCu2cG8Sw,5
20903,47900,-sOtfz0cvXRGP-NIfjQYnw,FFolUMaFqs8vdu9ybE4-IA,1
20903,186369,-sOtfz0cvXRGP-NIfjQYnw,zG3GJiIrF01bwgP0tQdkZg,5
20903,62338,-sOtfz0cvXRGP-NIfjQYnw,K6fYrrTorlpXmqutRcrHzg,4
20903,6937,-sOtfz0cvXRGP-NIfjQYnw,1NNBpiQ3rUT-7T8ch45SVA,4
20903,119033,-sOtfz0cvXRGP-NIfjQYnw,cJWbbvGmyhFiBpG_5hf5LA,4
21271,85485,-tNP_MneUanVZES3DYP0ww,S-mdSI4dMr-KeF28L5CMyA,1
21812,40142,-up0pEqoNkho58RnjlQTSg,CdpBVSkL2Pljj-yP0ihb_w,2
21812,103278,-up0pEqoNkho58RnjlQTSg,Y-omMxOCDSYd7jbo1PSCig,2
22577,75332,-wmaka1YgOFzNyzT49SENA,OYGI2_AIa7hN9oyNQ6qLyA,1
22831,75182,-xVyz9I69uu6v38a8_7TCg,OVTZNSkSfbl3gVB9XQIJfw,1
22853,173610,-xZ2uD1WOMDT6-_jUCg9Qg,uuGL8diLlHfeUeFuod3F-w,5
22992,60237,-xx0GahxoNeT_pO89Oiu1Q,JPfi__QJAaRzmfh5aOyFEw,5
23480,149410,-zFXKrXRrd6VuthGCuLcnw,meXjqyhTNLFmknY39y2sMg,4
23580,49340,-zVh8uPHHLE2Ku6CsLvOFA,FiuR-KfX_TMaPdcJd5-6VA,5
23749,80670,-zzwoskFK_Em17zE2QiF3A,QMKgn9p_hRUlumBDAAfWlA,4
23749,172395,-zzwoskFK_Em17zE2QiF3A,uW6UHfONAmm8QttPkbMewQ,4
24114,187782,0-wEqR7HaV7j7Bff0k2AFA,zidkKI_N1OPxsiddTOQH_Q,5
24114,104286,0-wEqR7HaV7j7Bff0k2AFA,YKImxc9VimLbDl2sQN1BBQ,1
24114,166605,0-wEqR7HaV7j7Bff0k2AFA,sWeVNiPulXsD8PWhEtn9Ew,5
24114,66935,0-wEqR7HaV7j7Bff0k2AFA,LgMCHBadv9Z8Ge94zNpDFA,5
24299,41860,00UagSxF3uG46-V_P9MquA,DDLpQjU_Ec8OoJlHmdaodg,4
24829,182776,02-2QtgAQ4U7uoN12MA9HQ,y1Bf_dA_FUggDqYoFSdGfQ,1
24829,100492,02-2QtgAQ4U7uoN12MA9HQ,X3NMHQqicl2ARwIjwNFERQ,5
24829,175970,02-2QtgAQ4U7uoN12MA9HQ,viB8KE-lqVzuaeyh6M4Xhw,2
24829,86624,02-2QtgAQ4U7uoN12MA9HQ,SOOSUg-ugRI8dRQ96r5Fxw,5
24829,98475,02-2QtgAQ4U7uoN12MA9HQ,WMcNyg68PVCwWQH_pOl6WA,5
25284,105539,03Gm9v10FnINUJMOGJ1KcQ,Yl05MqCs9xRzrJFkGWLpgA,5
25284,44829,03Gm9v10FnINUJMOGJ1KcQ,EDcZRvERC22Cvw1yi4-VKg,5
25359,60051,03SUs_1GmkwRMzZjHtfpEg,JLbgvGM4FXh9zNP4O5ZWjQ,4
25359,163558,03SUs_1GmkwRMzZjHtfpEg,rTJJDLXMIJnMBHD0rcw_-g,2
25359,152346,03SUs_1GmkwRMzZjHtfpEg,ndzT1maiVwpz-7VFFzAb5Q,5
26324,955,06DNAiOowUdjOUY7CL5IvQ,-Jf9d9_gDIj2aJJFhyNQAw,5
26506,143903,06iKd0acMkIBJSlLg2b5EQ,kmdFk8ETfXiuoS364jaJFA,1
27340,21678,08wQNA57XRpAuCdttrW-lw,6QUuDlLjNDQWFCbJ9--jsQ,4
27340,52274,08wQNA57XRpAuCdttrW-lw,Gh1BoQNMGkh91pSHqvDRAA,2
27340,42313,08wQNA57XRpAuCdttrW-lw,DNSDAtD6uxQkoZkQe2v4ew,4
28114,148080,0AqyMDZDw-etMjTB8F08EA,mDR12Hafvr84ctpsV6YLag,5
28328,95474,0BSQCtK2B1C0QQwTU9AZ1A,VMXl3Dm1Nwvgwo1PVYTXbg,1
28328,40406,0BSQCtK2B1C0QQwTU9AZ1A,CiYLq33nAyghFkUR15pP-Q,1
28328,178728,0BSQCtK2B1C0QQwTU9AZ1A,wdOOK3K6vzQy1d_OIk-U9w,3
28328,92173,0BSQCtK2B1C0QQwTU9AZ1A,UFn1moo95-PBzi9wWt5FGg,5
28328,90431,0BSQCtK2B1C0QQwTU9AZ1A,TeggG3duunpoy__1Y2SAyQ,5
28328,104170,0BSQCtK2B1C0QQwTU9AZ1A,YILyHegzhy1vlc_LNVfObw,5
28328,182023,0BSQCtK2B1C0QQwTU9AZ1A,xlXwxfiUD4bgJFKUYwkzOg,5
28328,173970,0BSQCtK2B1C0QQwTU9AZ1A,v1AE1LLWDOqe8ubOzqKADg,2
28328,68138,0BSQCtK2B1C0QQwTU9AZ1A,M51gw2cz_vXarNBLbKkOxQ,5
28512,13865,0Bw_3MFUW01PXbjlzbTIrA,3lRFcrfR3IrSAQJtrnn80A,1
28512,82721,0Bw_3MFUW01PXbjlzbTIrA,R3TC2oq8fQK9c9BNMZ-ynA,2
28969,16997,0DGVjeP3JPyEiyEr8GhgNA,4ps8XJFZWi9nNwiWUcycVA,1
28969,69351,0DGVjeP3JPyEiyEr8GhgNA,MVHGmZEwtKrXH11ySGweEw,5
28969,167227,0DGVjeP3JPyEiyEr8GhgNA,sj9osyqLyOy7b_kDZb1txA,4
28980,15490,0DHsahIhdRuMtmPQOH9nSw,4JNXUYY8wbaaDmk3BPzlWw,4
28980,181250,0DHsahIhdRuMtmPQOH9nSw,xVEtGucSRLk5pxxN0t4i6g,3
29381,5621,0EMrzbBT8FepTGrvs-oXdg,0uzQymPVW2l24rpjX9KIBA,1
29381,80530,0EMrzbBT8FepTGrvs-oXdg,QJ6GXAAMkgCZPF0bZk0xLw,5
29381,97746,0EMrzbBT8FepTGrvs-oXdg,W6s1BQa6N3mU6UBTv_KqSw,4
29403,32812,0EQvxZLiy4GW4HreUHOnug,ACFgUUcv_gOGwYvTnuqusw,3
29436,184023,0EV1W_n219bEb6eYe0e2Ww,ySG8ryvIOkwNF2hKG6pYkw,5
29439,42232,0EVRg-vTwGwIsXNzZ_CORQ,DLcgZ180-gdPsHoU78xQDw,5
29439,89020,0EVRg-vTwGwIsXNzZ_CORQ,TBnB4iIU0pVKkAzN4T8xNg,5
29439,40114,0EVRg-vTwGwIsXNzZ_CORQ,Cd2ERofxOeCbCi-0yDs0aw,5
29439,110604,0EVRg-vTwGwIsXNzZ_CORQ,_TKvKjcBG0YZDZsVeUK0Fg,5
30212,110520,0GYDVJouuIBO-8v0ngt6xw,_RiwESa2w64ls6y_5tE4CA,5
30859,179154,0ILljhfgoGM59blwOb295A,wn42xn0SUdKfbdjUJabL-A,2
31079,184386,0Iw_XQ7szZPTZ2xA35HU6w,yZnEwqTGpkrj_mga5zeZmQ,2
31190,109806,0JHI3XSP4BMgZCQ4n7_iyg,_CEoobNepzCNHxege05A5A,5
31190,118640,0JHI3XSP4BMgZCQ4n7_iyg,cAyi1WEvty4vckQJ3YU1RA,5
31190,41806,0JHI3XSP4BMgZCQ4n7_iyg,DBxS04vNEd42NquQcAIMXA,4
31642,110850,0KX4WniSAXIAaJx6OmPLkg,_Z3XGVbiDn1VbgETp1pwLQ,2
31642,61487,0KX4WniSAXIAaJx6OmPLkg,Jpyh7MfaNysY3geXjhzqJQ,4
31642,63554,0KX4WniSAXIAaJx6OmPLkg,KXLjOJbl9VYXFxKT4YK99Q,4
31833,156353,0L3mS_nlRElrj94cXPSIaw,p0mrAI9F5obInFizyfc_0A,5
32888,146847,0NxD3wfJ2LRnPrcH_J8TOg,lnd23oqCb7v8lt9zd4K8sg,5
32968,155445,0OAp1iFAxXrHykoJ_15pMA,ohqeJybL1FuFzN4P8pwxhg,2
33279,53678,0Ow2wa-3yMAU8JfJVATFJQ,HAvlj15w6j1noGeY0kleDQ,5
33537,148029,0Pd-LScDP0zLf4ShnV8L0Q,mC39IrCp36QIVFRZIw9PTQ,3
33537,144546,0Pd-LScDP0zLf4ShnV8L0Q,l0Gop1Hu8XJYpHHCpvG6SA,4
33537,16578,0Pd-LScDP0zLf4ShnV8L0Q,4gwh0q7JsdzHIm_pdYUlZg,5
33537,245,0Pd-LScDP0zLf4ShnV8L0Q,-3zffZUHoY8bQjGfPSoBKQ,3
33537,111746,0Pd-LScDP0zLf4ShnV8L0Q,_ruizXa-KyFO5mNA0p3nBA,4
33537,161569,0Pd-LScDP0zLf4ShnV8L0Q,qltrxd6_usFu1Q0mM5ZCNQ,3
33537,161636,0Pd-LScDP0zLf4ShnV8L0Q,qnFdBp12seAxwe2_iHM2bA,3
33537,173261,0Pd-LScDP0zLf4ShnV8L0Q,um_o0pxQ3DlRI9EfCzw0hw,5
33537,64542,0Pd-LScDP0zLf4ShnV8L0Q,KskYqH1Bi7Z_61pH6Om8pg,3
33537,174897,0Pd-LScDP0zLf4ShnV8L0Q,vLkKorA1gPS97Zj0_WKA0Q,4
33537,119100,0Pd-LScDP0zLf4ShnV8L0Q,cKdox2gt3L1Dbb7MpOPdWg,4
33669,144677,0Q0dPQlNaUuDcCBV-Frmlg,l3V86Z6oAzpnwe1VYM4VPg,4
33694,87739,0Q5XJNLFA795wDnapU7HEA,Sl42oSRXpwbjWd4V-Fxhaw,1
33760,41576,0QFkEZaQtTlDaEOh0bjvlg,D7-T6DRpjApGNBQZ3Hq-fQ,5
33760,163168,0QFkEZaQtTlDaEOh0bjvlg,rLTa-PztQLafDf70aKrNOA,1
33760,117737,0QFkEZaQtTlDaEOh0bjvlg,bs0PLtVoePk0UFwEWOCH5A,5
34007,112765,0Qu5iRQpJbo0MWHJlHz1Cw,aDjK80_SoUddfejll10u1A,1
34677,144412,0Sf1vAVyP3CRAQm3QgQM0A,kxzS-zh5nUNvBzYz2Q47pg,5
35618,152633,0VFxekok7JuorjjoJa9Sag,nkHaix6KenApS8M-liZsCQ,5
35818,57571,0VmwgCwrHp47x0sPrvzquQ,IWN2heYitkg-D4UdqfxcMA,3
35818,126499,0VmwgCwrHp47x0sPrvzquQ,esBRj9uPRzwxaW4Lz1XGLA,3
35818,26376,0VmwgCwrHp47x0sPrvzquQ,80Lkm305ZOkQdMEIvOy_lw,5
35818,63276,0VmwgCwrHp47x0sPrvzquQ,KRaxPApQv43oX6Dcv3jKQA,5
35818,32977,0VmwgCwrHp47x0sPrvzquQ,AFafWFYGKjJZ1pTvjnot2g,4
35818,170902,0VmwgCwrHp47x0sPrvzquQ,u0YYkO2CeD3JFCkR1wSMog,4
35818,153080,0VmwgCwrHp47x0sPrvzquQ,ntfDRwVlUb3nmWdMdPjq0Q,3
35818,104295,0VmwgCwrHp47x0sPrvzquQ,YKVYdzkdGNTHRJvWehY5Og,1
35818,56366,0VmwgCwrHp47x0sPrvzquQ,I6Cjm4e5bg8ywf-FTQ6IZw,1
35818,52029,0VmwgCwrHp47x0sPrvzquQ,Gbo1RSbSjl0Mj_ekV0MS4w,4
35818,163566,0VmwgCwrHp47x0sPrvzquQ,rTS8LsUmNIiXsXydE49tPA,4
36062,173135,0WQ8aHqDDgYBJLaAsWMIKA,ukCTLs6T8LY1eUBXiAlmCg,5
36255,155114,0WxijRFZcVqlTr5ejI2IiA,oa52t2Nfb7sOCqJE5M5hzg,2
36961,69065,0Yv4GHPhHkc351LgWrvo5Q,MPLhOV-JbmntkbcXMyCODg,1
37237,157111,0ZhI-1Et2YnP3EKt4vEiQg,pH0BLkL4cbxKzu471VZnuA,5
37779,73431,0a8aJ3QmU5Xa2OTuWc_8Xw,NvKNe9DnQavC9GstglcBJQ,5
38728,98684,0cfpgpRmB-n2Rhz-3MPEMg,WR18M4vP4g1jXfNsd9lYjQ,4
40708,15490,0i19OLI5vhkJ851dBGyNoQ,4JNXUYY8wbaaDmk3BPzlWw,4
40708,83230,0i19OLI5vhkJ851dBGyNoQ,RESDUcs7fIiihp38-d6_6g,3
40708,164026,0i19OLI5vhkJ851dBGyNoQ,rcaPajgKOJC2vo_l3xa42A,5
42080,87147,0lcv9qQLQQb-XFd7jsbusw,SZEFE5hL7aN5nM-A44iPwQ,4
42260,81845,0m7U2dmLfU2uusDCdg8eRA,Ql0iiHl2xpIwtkuC255Wiw,5
42260,94691,0m7U2dmLfU2uusDCdg8eRA,V6Od7XYl_PznuG19DPfTAQ,2
42260,132253,0m7U2dmLfU2uusDCdg8eRA,gqVHoP4noz1EAa7nhHLk4w,2
42454,12648,0mbNAndR4lO1thaFSe5JMw,3MdLnbpkvTcsKkMszUv_3g,5
42554,156907,0mrb33i7OPRrV4De0kqdRg,pCWg4B0R5gauQR4SJ9VDmw,1
43232,183829,0ogwn3_vzQslWDdeqYLzIw,yNPh5SO-7wr8HPpVCDPbXQ,5
43547,70203,0pb9U_Whyg6WYzffG6UGjQ,Mn6PbumS7GL2v3jPilTaeg,1
43944,182128,0qgepzMnhen3gwtp98E5iA,xnu43HypkYDuawBEHYn0qA,5
44012,166411,0qrC8VnoF1Llq7UVEO_BXw,sSD8LQ46R-vA5BSfT7lsww,2
44412,98386,0rw8g4nb8-mR2yAT2H_2FQ,WKcVegcUjAld1S737a_QHw,5
44770,63678,0sxjSqIfaLBRkH7MzltHAQ,KZp4sxZR1qmDZvFqVO46DQ,5
44889,130716,0tDqA1HYfj6HnzdoJ3Nq6w,gJd1jOcl5FdqY020Q19n6Q,2
44889,10798,0tDqA1HYfj6HnzdoJ3Nq6w,2iTsRqUsPGRH1li1WVRvKQ,1
45879,100831,0w18WrHN4fjDDTJlZDGKJg,XA_g22n9Gbhl8x0O65r34Q,3
46105,38304,0wiUNwb5ef4A1j1wRig_Yw,C2BR0TjNacoNzItPLUHTAA,1
46576,126330,0xvivzBMPUPjokqYXW4qFQ,eoHdUeQDNgQ6WYEnP2aiRw,5
46635,153247,0y4msPeBZmws2DikvNpMdQ,nxM6jNyKDgAOh7MAG-VJ_g,1
47223,43546,0z_xo6QA3FTnHub0t3G9kA,DnalbBqgX7afqSYgO5R8iQ,3
47223,188103,0z_xo6QA3FTnHub0t3G9kA,zpSjMqahUSt39dYD-oqFPg,4
47223,18272,0z_xo6QA3FTnHub0t3G9kA,5GzTTxyIJVRESNFOVPXHuw,4
47223,50998,0z_xo6QA3FTnHub0t3G9kA,GI-CAiZ_Gg3h21PwrANB4Q,4
47223,62057,0z_xo6QA3FTnHub0t3G9kA,K0j_Znzin0jShXVnpvW86A,5
47223,47900,0z_xo6QA3FTnHub0t3G9kA,FFolUMaFqs8vdu9ybE4-IA,3
47223,101804,0z_xo6QA3FTnHub0t3G9kA,XVVFgEY-0MsyEAR8SO7dzg,4
47223,11430,0z_xo6QA3FTnHub0t3G9kA,2weQS-RnoOBhb1KsHKyoSQ,5
47223,77045,0z_xo6QA3FTnHub0t3G9kA,P7pxQFqr7yBKMMI2J51udw,5
47223,70218,0z_xo6QA3FTnHub0t3G9kA,MnYGGxWpMyQ7oncUPjbEmw,3
47223,151876,0z_xo6QA3FTnHub0t3G9kA,nVAJZ6BJ9PPlxDXn976R6A,4
47223,61719,0z_xo6QA3FTnHub0t3G9kA,Jur1iiejUFw_YCkfDfy1gQ,4
47730,86000,1-vx8THZa4RMRdQt_lZCMg,SAIrNOB4PtDA4gziNCucwg,5
48370,84970,11fWNewCK1lcidlxKiyuyg,RpHsDvYey1DiBfTbU2-2rA,5
48991,111491,13RpawDc2OXIAenEca360g,_ls-4oTpPixPOfxrwizrEA,4
48991,67787,13RpawDc2OXIAenEca360g,Lycld8xZmrgbRJD4qDxgGA,5
48991,41856,13RpawDc2OXIAenEca360g,DDEZ7QeBvLaFv9pUNrTGgQ,5
48991,1076,13RpawDc2OXIAenEca360g,-MC7EFxTsyKMKB3zeP_FIQ,3
48991,109480,13RpawDc2OXIAenEca360g,_5PJ4GHIXNdUdXtohylKGQ,4
48991,15850,13RpawDc2OXIAenEca360g,4S7vWgarCkYjSaN8vrTV9g,1
49043,183834,13ZwISc8Lzr0AsJwAEcE6g,yNVcnSaMSrTmjJBMrHTy9w,4
49080,10348,13fBMypmH6suz6-8NvorPw,2YlUn3s132hNq5ueGeIiJg,4
49080,11577,13fBMypmH6suz6-8NvorPw,3-HFGxmbzSax-NySJ_LzDg,4
49093,41927,13gfOaDu8_ycFhm4SmHYEg,DEr6oxw1bWb6vCCr9DSl1g,5
49396,15490,14Xp6nWcSt5Yow4jGclMQg,4JNXUYY8wbaaDmk3BPzlWw,3
49590,5471,1564TVo3A8ERgI10CIORrA,0rjU_WK5HxoH1fIuEpTpcg,3
49590,179918,1564TVo3A8ERgI10CIORrA,x3-d_7Bgj4sYVks1xiq8kQ,4
49852,10802,15nMJldtoA7ai5UJehaeMQ,2iWpS2xe9rBaFAv1CJuz3g,5
50174,48002,16nzLmSun3VNpajBmwcHOQ,FI-8LPGkc8D_hwx0l0zyyg,5
51506,7625,1ANLBEZRUAu4Uxn1L-7IHg,1bXC3NewRsBL1gecvGXA-g,1
51530,62356,1AS2FwO-K2mx_IVgihWeCg,K75oPh837az2upKWPS2LUQ,5
51530,157736,1AS2FwO-K2mx_IVgihWeCg,pUmECN5N94AQAe0DtptuYA,1
51530,76096,1AS2FwO-K2mx_IVgihWeCg,OnKyFU0FsiPVd8Jwl6st6g,2
51530,46208,1AS2FwO-K2mx_IVgihWeCg,EgtyW19V-64c6PmRuvzSEA,5
51530,96288,1AS2FwO-K2mx_IVgihWeCg,Vbkb2shDxUE8H3PzrFnypA,1
51756,38743,1B1qOCXdhDTYrxM4VHeWOg,CCJ_nAlR5P5NcYIudlXUnw,3
51756,39202,1B1qOCXdhDTYrxM4VHeWOg,CL_N0WoqaeYFZ1sf4OvtOA,5
52173,157256,1C9u53Dkjk_2vZJkyNAhEA,pKEN0m5B6BNMJRX5ax10BQ,5
52377,84434,1CiZsRSteXU7W3CUO3CMCA,RcxVK_OEXv3MccIo0nYMZg,3
52377,177673,1CiZsRSteXU7W3CUO3CMCA,wHq1efQVz17338k_aUOX3w,5
52377,152070,1CiZsRSteXU7W3CUO3CMCA,nZAJ2a2-Oyxt6GzX97i2pg,3
52557,149395,1DBXdLnNN_WfH-jxp_6ulg,meIoY_9NhN8ttxL7ZcpEYQ,2
52691,124792,1DW1PgqGCZsTCFCs_VWfqw,eHXUyMf64ynMzHaf0LdGgg,5
52926,27386,1EAwjUVcfB2V0NCvBI1yeA,8L8QlR4XJeAblTKCqoDP0A,5
53462,34100,1FXXvUSkQM_fpawMtx9AWA,Ac-DbrST8bF9Cpge5D9_Cg,5
53529,57571,1FmBjCy5NUHPbRNzaPpp0w,IWN2heYitkg-D4UdqfxcMA,4
53529,170902,1FmBjCy5NUHPbRNzaPpp0w,u0YYkO2CeD3JFCkR1wSMog,5
54357,68830,1I0xPg2wWCZZ638uIUtnpQ,MKCbZC6KR4oxA4LOQAVdhw,4
54357,175797,1I0xPg2wWCZZ638uIUtnpQ,veXxt8rGY_RJPpA5QkHT9Q,2
54425,44826,1ICK8guoDmx2uZV2umxUlA,ED_A7aBEHyzdwn1qLPOl4A,5
54425,12830,1ICK8guoDmx2uZV2umxUlA,3QYC-r_bhbWcOIF0Ma6rIg,5
54685,158835,1Iu_PIkNxsVZYRkNZShAKQ,prIta4agQiDpUQVY3MliFA,5
54773,14744,1JA0Ak9yHi2isC0J5qYBZA,42w2bo36vUGVyZOrsXPzGQ,1
55531,176110,1LBfIwF0oAdp398jVvCb3g,vl2IZrNJEA8npSjqXbdwxw,5
56566,70654,1O0gqpCLdpGr7NWBpOFlJA,MwsLN3Lo2SEbldy0HvBYEw,2
56833,139458,1OgTLjGsVgcfkyUQYjTJHg,jHkcNN3KZV9QZQRwwRLRXQ,5
57241,100458,1Pr55e4x_gTMRwjhtcB-VQ,X2f2s37_cFKo4xpzGFqk1w,5
57241,50415,1Pr55e4x_gTMRwjhtcB-VQ,G4odep174CH2O8nYkaDzoQ,5
57241,68100,1Pr55e4x_gTMRwjhtcB-VQ,M49CwslHLTt9verCZhWxrg,5
57241,152939,1Pr55e4x_gTMRwjhtcB-VQ,nqiTujxNtEpA8dPATEQRrg,4
57241,141505,1Pr55e4x_gTMRwjhtcB-VQ,jz4jg_OTw32IMr_sXFwj9Q,5
57241,67403,1Pr55e4x_gTMRwjhtcB-VQ,LqEZNMIsJOWUWSxdHHCBig,4
57241,21738,1Pr55e4x_gTMRwjhtcB-VQ,6RmdqLK1H5aodAA8t7Yl2A,1
